Booking#,dt,Agent#,Agent_Name,Cust_Number,Destination#,Destination_City,Destination_Country,Destination_Region,Amount,From_Date,To_Date,Length of Stay
1797,08/03/2018,9,Olive Diaz,48843,25,Prague,Czech Republic,Europe,8683,15/08/2018,08/09/2018,24
1798,08/03/2018,1,Jordan Curry,20797,19,Tokyo,Japan,Asia,11040,25/02/2018,17/03/2018,20
1799,08/03/2018,7,Horace Hawkins,10660,66,Boston,United States,North America,2147,19/07/2019,30/07/2019,11
1800,08/03/2018,9,Olive Diaz,29943,60,Anaheim,United States,North America,12758,11/04/2019,16/04/2019,5
1801,08/03/2018,11,Kay Adams,2256,54,Vancouver,Canada,North America,8199,08/07/2019,24/07/2019,16
1802,08/03/2018,2,Molly Cross,26620,62,Atlanta,United States,North America,8853,25/04/2018,28/04/2018,3
1803,08/03/2018,11,Kay Adams,11558,49,Halifax,Canada,North America,12902,04/08/2019,21/08/2019,17
1804,08/03/2018,5,Sandy Douglas,44176,117,Port Moresby,Papua New Guinea,Oceania/Australia,7241,03/06/2019,18/06/2019,15
1805,08/03/2018,3,Carole Cox,33226,119,Natal,Brazil,South America,5414,27/02/2019,28/02/2019,1
1806,08/03/2018,7,Horace Hawkins,11291,54,Vancouver,Canada,North America,4802,29/04/2018,23/05/2018,24
1807,08/03/2018,2,Molly Cross,35729,50,Montreal,Canada,North America,2214,04/05/2019,02/06/2019,29
1808,08/03/2018,5,Sandy Douglas,8832,75,Fort Worth,United States,North America,5115,05/02/2019,17/02/2019,12
1809,08/03/2018,1,Jordan Curry,15705,43,Luxor,Egypt,Middle East,13434,20/03/2019,28/03/2019,8
1810,08/03/2018,8,Elisa Bennett,35138,40,Edinburgh,United Kingdom,Europe,4253,06/08/2018,02/09/2018,27
1811,08/03/2018,3,Carole Cox,19907,38,Amsterdam,The Netherlands,Europe,3744,29/03/2018,26/04/2018,28
1812,08/03/2018,8,Elisa Bennett,32261,37,Zermatt,Switzerland,Europe,14302,11/05/2019,15/05/2019,4
1813,08/03/2018,5,Sandy Douglas,24843,83,Lincoln,United States,North America,5504,26/02/2018,17/03/2018,19
1814,08/03/2018,7,Horace Hawkins,7031,54,Vancouver,Canada,North America,11147,11/05/2019,10/06/2019,30
1815,08/03/2018,10,Simon Fleming,26582,55,Acapulco,Mexico,North America,11220,25/02/2019,01/03/2019,4
1816,08/03/2018,8,Elisa Bennett,46795,96,Norfolk,United States,North America,14035,03/04/2019,05/04/2019,2
1817,09/03/2018,3,Carole Cox,29976,3,Diani Beach,Kenya,Africa,8525,12/03/2019,30/03/2019,18
1818,09/03/2018,5,Sandy Douglas,441,13,Guangzhou,China,Asia,9230,07/06/2019,27/06/2019,20
1819,09/03/2018,3,Carole Cox,3584,29,Dublin,Ireland,Europe,9406,25/10/2018,06/11/2018,12
1820,09/03/2018,10,Simon Fleming,2112,95,Newark,United States,North America,10832,19/01/2019,24/01/2019,5
1821,09/03/2018,4,Mitchell Barton,27525,103,Raleigh,United States,North America,7991,04/04/2019,03/05/2019,29
1822,09/03/2018,1,Jordan Curry,22213,122,Santa Cruz,Chile,South America,9076,31/03/2019,08/04/2019,8
1823,09/03/2018,2,Molly Cross,24727,75,Fort Worth,United States,North America,6274,01/06/2019,18/06/2019,17
1824,09/03/2018,8,Elisa Bennett,5967,53,Toronto,Canada,North America,5493,26/07/2018,30/07/2018,4
1825,09/03/2018,6,Thelma Jefferson,6755,49,Halifax,Canada,North America,9399,16/04/2018,09/05/2018,23
1826,09/03/2018,9,Olive Diaz,27046,17,New Delhi,India,Asia,9225,11/05/2019,13/05/2019,2
1827,09/03/2018,10,Simon Fleming,39318,109,Tampa,United States,North America,10980,22/10/2018,29/10/2018,7
1828,09/03/2018,11,Kay Adams,41577,11,Siem Reap,Cambodia,Asia,4099,15/04/2019,20/04/2019,5
1829,09/03/2018,3,Carole Cox,30037,105,Saint Louis,United States,North America,2139,02/09/2019,25/09/2019,23
1830,09/03/2018,10,Simon Fleming,6082,8,Johannesburg,South Africa,Africa,9484,16/06/2019,23/06/2019,7
1831,09/03/2018,2,Molly Cross,15498,116,Sydney,Australia,Oceania/Australia,12631,01/08/2019,29/08/2019,28
1832,09/03/2018,8,Elisa Bennett,20105,84,Little Rock,United States,North America,14015,15/10/2018,16/10/2018,1
1833,09/03/2018,8,Elisa Bennett,12220,107,San Francisco,United States,North America,10374,25/08/2018,10/09/2018,16
1834,09/03/2018,11,Kay Adams,41262,45,Jerusalem,Israel,Middle East,10038,08/06/2018,16/06/2018,8
1835,09/03/2018,1,Jordan Curry,31666,107,San Francisco,United States,North America,2539,31/08/2019,07/09/2019,7
1836,09/03/2018,7,Horace Hawkins,17659,20,Kathmandu,Nepal,Asia,7881,08/04/2019,15/04/2019,7
1837,09/03/2018,6,Thelma Jefferson,17134,108,Seattle,United States,North America,6093,14/02/2019,15/03/2019,29
1838,09/03/2018,1,Jordan Curry,25592,58,Playa del Carmen,Mexico,North America,3545,06/04/2018,13/04/2018,7
1839,09/03/2018,11,Kay Adams,40133,7,Cape Town Central,South Africa,Africa,5164,26/10/2018,27/10/2018,1
1840,09/03/2018,2,Molly Cross,6141,76,Fresno,United States,North America,10972,05/06/2018,23/06/2018,18
1841,09/03/2018,3,Carole Cox,21522,63,Baltimore,United States,North America,13805,30/01/2019,17/02/2019,18
1842,09/03/2018,9,Olive Diaz,44521,113,Washington DC,United States,North America,5256,02/04/2019,18/04/2019,16
1843,09/03/2018,5,Sandy Douglas,10583,13,Guangzhou,China,Asia,4467,24/12/2018,14/01/2019,21
1844,09/03/2018,4,Mitchell Barton,36858,65,Birmingham,United States,North America,13748,04/08/2019,20/08/2019,16
1845,09/03/2018,2,Molly Cross,12897,114,Brisbane,Australia,Oceania/Australia,9611,03/07/2018,12/07/2018,9
1846,09/03/2018,1,Jordan Curry,24662,114,Brisbane,Australia,Oceania/Australia,14136,08/08/2019,20/08/2019,12
1847,09/03/2018,2,Molly Cross,607,111,Tulsa,United States,North America,14596,29/06/2018,22/07/2018,23
1848,09/03/2018,11,Kay Adams,9179,85,Los Angeles,United States,North America,13502,12/06/2019,18/06/2019,6
1849,09/03/2018,2,Molly Cross,40603,82,Las Vegas,United States,North America,5921,02/01/2019,16/01/2019,14
1850,10/03/2018,8,Elisa Bennett,12044,25,Prague,Czech Republic,Europe,6211,19/01/2019,13/02/2019,25
1851,10/03/2018,9,Olive Diaz,39426,104,Sacramento,United States,North America,10602,02/11/2018,15/11/2018,13
1852,10/03/2018,9,Olive Diaz,13304,26,Berlin,Germany,Europe,2465,01/12/2018,11/12/2018,10
1853,10/03/2018,9,Olive Diaz,11961,11,Siem Reap,Cambodia,Asia,2171,25/06/2018,21/07/2018,26
1854,10/03/2018,3,Carole Cox,3893,33,Krakow,Poland,Europe,13941,04/10/2018,06/10/2018,2
1855,10/03/2018,2,Molly Cross,36191,3,Diani Beach,Kenya,Africa,3448,16/04/2018,27/04/2018,11
1856,10/03/2018,2,Molly Cross,1142,115,Melbourne,Australia,Oceania/Australia,3716,23/12/2018,17/01/2019,25
1857,10/03/2018,7,Horace Hawkins,19308,31,Rome,Italy,Europe,12219,19/03/2019,06/04/2019,18
1858,10/03/2018,9,Olive Diaz,16914,103,Raleigh,United States,North America,7960,09/07/2019,06/08/2019,28
1859,10/03/2018,4,Mitchell Barton,22285,74,Denver,United States,North America,10412,19/09/2018,24/09/2018,5
1860,10/03/2018,8,Elisa Bennett,21315,69,Charleston,United States,North America,4710,18/04/2019,04/05/2019,16
1861,10/03/2018,2,Molly Cross,6983,58,Playa del Carmen,Mexico,North America,9943,22/12/2018,15/01/2019,24
1862,10/03/2018,4,Mitchell Barton,16284,97,Oakland,United States,North America,5515,02/01/2019,23/01/2019,21
1863,10/03/2018,5,Sandy Douglas,34283,53,Toronto,Canada,North America,10017,10/03/2019,30/03/2019,20
1864,10/03/2018,9,Olive Diaz,18083,37,Zermatt,Switzerland,Europe,7625,07/05/2018,11/05/2018,4
1865,10/03/2018,5,Sandy Douglas,8809,114,Brisbane,Australia,Oceania/Australia,4924,23/03/2018,25/03/2018,2
1866,10/03/2018,1,Jordan Curry,47323,80,Jersey City,United States,North America,2101,17/11/2018,24/11/2018,7
1867,10/03/2018,5,Sandy Douglas,34070,34,Lisbon,Portugal,Europe,8237,02/06/2018,02/07/2018,30
1868,10/03/2018,5,Sandy Douglas,21129,112,Virginia Beach,United States,North America,11273,29/09/2019,27/10/2019,28
1869,10/03/2018,2,Molly Cross,44630,23,Hoi An,Vietnam,Asia,6786,07/04/2019,13/04/2019,6
1870,10/03/2018,10,Simon Fleming,16736,79,Houston,United States,North America,11327,21/09/2019,10/10/2019,19
1871,10/03/2018,6,Thelma Jefferson,18137,18,Ubud,Indonesia,Asia,14450,15/03/2018,01/04/2018,17
1872,10/03/2018,8,Elisa Bennett,16216,50,Montreal,Canada,North America,11229,19/08/2018,10/09/2018,22
1873,10/03/2018,5,Sandy Douglas,26391,126,Quito,Ecuador,South America,13726,05/09/2018,20/09/2018,15
1874,10/03/2018,7,Horace Hawkins,29110,95,Newark,United States,North America,6348,05/01/2019,29/01/2019,24
1875,10/03/2018,8,Elisa Bennett,32557,70,Charlotte,United States,North America,9491,24/07/2018,06/08/2018,13
1876,10/03/2018,1,Jordan Curry,16198,33,Krakow,Poland,Europe,13126,09/01/2019,31/01/2019,22
1877,10/03/2018,7,Horace Hawkins,3674,106,San Diego,United States,North America,14983,07/11/2018,16/11/2018,9
1878,11/03/2018,3,Carole Cox,9184,107,San Francisco,United States,North America,4290,23/04/2018,29/04/2018,6
1879,11/03/2018,3,Carole Cox,43815,2,Kololi,Gambia,Africa,14948,14/03/2018,07/04/2018,24
1880,11/03/2018,7,Horace Hawkins,28126,26,Berlin,Germany,Europe,6969,16/05/2019,27/05/2019,11
1881,11/03/2018,4,Mitchell Barton,3969,96,Norfolk,United States,North America,10888,15/08/2019,04/09/2019,20
1882,11/03/2018,8,Elisa Bennett,33864,63,Baltimore,United States,North America,2631,05/07/2018,15/07/2018,10
1883,11/03/2018,9,Olive Diaz,3410,46,Tel Aviv,Israel,Middle East,10413,23/08/2018,30/08/2018,7
1884,11/03/2018,9,Olive Diaz,37674,50,Montreal,Canada,North America,2026,04/01/2019,31/01/2019,27
1885,11/03/2018,6,Thelma Jefferson,2182,2,Kololi,Gambia,Africa,8318,12/06/2019,07/07/2019,25
1886,11/03/2018,4,Mitchell Barton,45960,112,Virginia Beach,United States,North America,5071,29/09/2018,13/10/2018,14
1887,11/03/2018,2,Molly Cross,18183,83,Lincoln,United States,North America,12886,30/06/2019,17/07/2019,17
1888,11/03/2018,3,Carole Cox,34527,56,Cabo San Lucas,Mexico,North America,14220,19/06/2018,03/07/2018,14
1889,11/03/2018,2,Molly Cross,29913,90,Minneapolis,United States,North America,8707,29/05/2019,19/06/2019,21
1890,11/03/2018,7,Horace Hawkins,47539,63,Baltimore,United States,North America,14917,09/07/2018,01/08/2018,23
1891,11/03/2018,10,Simon Fleming,2643,30,Milan,Italy,Europe,3906,16/10/2018,17/10/2018,1
1892,11/03/2018,9,Olive Diaz,22195,113,Washington DC,United States,North America,6834,28/07/2019,30/07/2019,2
1893,11/03/2018,11,Kay Adams,17946,114,Brisbane,Australia,Oceania/Australia,9772,05/01/2019,03/02/2019,29
1894,11/03/2018,1,Jordan Curry,11188,43,Luxor,Egypt,Middle East,2340,18/01/2019,06/02/2019,19
1895,11/03/2018,9,Olive Diaz,10942,113,Washington DC,United States,North America,2063,05/12/2018,25/12/2018,20
1896,11/03/2018,6,Thelma Jefferson,16438,109,Tampa,United States,North America,4543,15/10/2018,30/10/2018,15
1897,11/03/2018,8,Elisa Bennett,25910,83,Lincoln,United States,North America,12682,26/06/2018,08/07/2018,12
1898,11/03/2018,6,Thelma Jefferson,20996,78,Honolulu,United States,North America,8239,04/10/2018,22/10/2018,18
1899,11/03/2018,5,Sandy Douglas,30673,112,Virginia Beach,United States,North America,11569,25/10/2018,14/11/2018,20
1900,11/03/2018,7,Horace Hawkins,10824,119,Natal,Brazil,South America,10164,30/08/2019,16/09/2019,17
1901,11/03/2018,9,Olive Diaz,39557,95,Newark,United States,North America,9145,04/01/2019,09/01/2019,5
1902,11/03/2018,10,Simon Fleming,10554,71,Chicago,United States,North America,3169,06/06/2018,15/06/2018,9
1903,11/03/2018,1,Jordan Curry,31618,88,Miami Beach,United States,North America,6568,04/06/2018,06/06/2018,2
1904,11/03/2018,5,Sandy Douglas,37677,5,Watamu,Kenya,Africa,4108,02/03/2019,21/03/2019,19
1905,11/03/2018,11,Kay Adams,26286,57,Mexico City,Mexico,North America,2006,20/01/2019,03/02/2019,14
1906,11/03/2018,3,Carole Cox,1677,72,Cleveland,United States,North America,7666,15/11/2018,20/11/2018,5
1907,11/03/2018,5,Sandy Douglas,46870,67,Branson,United States,North America,14105,17/02/2019,14/03/2019,25
1908,11/03/2018,6,Thelma Jefferson,14628,123,Santiago,Chile,South America,7062,17/07/2019,30/07/2019,13
1909,11/03/2018,5,Sandy Douglas,34860,54,Vancouver,Canada,North America,6510,16/05/2019,24/05/2019,8
1910,12/03/2018,4,Mitchell Barton,21971,16,Jaipur,India,Asia,11912,18/07/2018,28/07/2018,10
1911,12/03/2018,11,Kay Adams,4082,49,Halifax,Canada,North America,7278,23/10/2018,25/10/2018,2
1912,12/03/2018,3,Carole Cox,10981,83,Lincoln,United States,North America,9109,26/03/2018,24/04/2018,29
1913,12/03/2018,8,Elisa Bennett,33430,46,Tel Aviv,Israel,Middle East,5894,19/03/2018,12/04/2018,24
1914,12/03/2018,3,Carole Cox,20492,88,Miami Beach,United States,North America,3410,27/02/2018,22/03/2018,23
1915,12/03/2018,3,Carole Cox,26190,66,Boston,United States,North America,9488,26/05/2019,15/06/2019,20
1916,12/03/2018,11,Kay Adams,40517,101,Phoenix,United States,North America,2141,27/11/2018,03/12/2018,6
1917,12/03/2018,5,Sandy Douglas,42882,67,Branson,United States,North America,4482,26/12/2018,27/12/2018,1
1918,12/03/2018,7,Horace Hawkins,46539,62,Atlanta,United States,North America,5672,27/07/2019,24/08/2019,28
1919,12/03/2018,5,Sandy Douglas,47327,44,Sharm El Sheikh,Egypt,Middle East,12971,07/07/2018,14/07/2018,7
1920,12/03/2018,5,Sandy Douglas,5393,84,Little Rock,United States,North America,11097,01/04/2018,23/04/2018,22
1921,12/03/2018,8,Elisa Bennett,17095,51,Niagara Falls,Canada,North America,2572,19/05/2019,11/06/2019,23
1922,12/03/2018,8,Elisa Bennett,5660,80,Jersey City,United States,North America,5977,15/05/2019,24/05/2019,9
1923,12/03/2018,7,Horace Hawkins,26043,41,London,United Kingdom,Europe,14314,02/06/2019,12/06/2019,10
1924,12/03/2018,1,Jordan Curry,38029,8,Johannesburg,South Africa,Africa,9238,16/10/2018,13/11/2018,28
1925,12/03/2018,7,Horace Hawkins,22243,81,Kansas City,United States,North America,8961,08/12/2018,28/12/2018,20
1926,12/03/2018,10,Simon Fleming,25753,123,Santiago,Chile,South America,7811,01/01/2019,29/01/2019,28
1927,12/03/2018,10,Simon Fleming,39415,83,Lincoln,United States,North America,12998,08/07/2018,31/07/2018,23
1928,12/03/2018,9,Olive Diaz,23763,3,Diani Beach,Kenya,Africa,11007,02/06/2019,25/06/2019,23
1929,12/03/2018,5,Sandy Douglas,12946,30,Milan,Italy,Europe,5571,02/03/2019,03/03/2019,1
1930,12/03/2018,7,Horace Hawkins,48059,60,Anaheim,United States,North America,3688,17/03/2018,27/03/2018,10
1931,12/03/2018,9,Olive Diaz,7018,73,Colorado Springs,United States,North America,3198,29/03/2019,15/04/2019,17
1932,12/03/2018,2,Molly Cross,40525,108,Seattle,United States,North America,9396,16/01/2019,01/02/2019,16
1933,12/03/2018,5,Sandy Douglas,4129,56,Cabo San Lucas,Mexico,North America,11255,20/11/2018,17/12/2018,27
1934,12/03/2018,3,Carole Cox,22661,51,Niagara Falls,Canada,North America,5829,12/01/2019,19/01/2019,7
1935,12/03/2018,11,Kay Adams,41915,106,San Diego,United States,North America,9741,07/11/2018,24/11/2018,17
1936,12/03/2018,9,Olive Diaz,7635,20,Kathmandu,Nepal,Asia,6255,26/04/2018,06/05/2018,10
1937,12/03/2018,11,Kay Adams,29228,119,Natal,Brazil,South America,12920,25/03/2018,04/04/2018,10
1938,13/03/2018,2,Molly Cross,36521,84,Little Rock,United States,North America,9592,17/02/2018,15/03/2018,26
1939,13/03/2018,4,Mitchell Barton,9349,66,Boston,United States,North America,8564,08/06/2019,15/06/2019,7
1940,13/03/2018,9,Olive Diaz,29695,47,Dubai,United Arab Emirates,Middle East,4428,07/11/2018,05/12/2018,28
1941,13/03/2018,4,Mitchell Barton,12700,58,Playa del Carmen,Mexico,North America,14381,23/07/2018,28/07/2018,5
1942,13/03/2018,11,Kay Adams,39471,71,Chicago,United States,North America,4174,30/04/2019,11/05/2019,11
1943,13/03/2018,10,Simon Fleming,42334,18,Ubud,Indonesia,Asia,10863,25/05/2019,03/06/2019,9
1944,13/03/2018,1,Jordan Curry,37167,112,Virginia Beach,United States,North America,14401,27/05/2019,31/05/2019,4
1945,13/03/2018,1,Jordan Curry,1552,93,New Orleans,United States,North America,9131,26/06/2018,09/07/2018,13
1946,13/03/2018,5,Sandy Douglas,49405,63,Baltimore,United States,North America,11779,25/09/2019,13/10/2019,18
1947,13/03/2018,4,Mitchell Barton,4155,113,Washington DC,United States,North America,8872,10/11/2018,30/11/2018,20
1948,13/03/2018,2,Molly Cross,31256,125,Santa Marta,Colombia,South America,3172,20/04/2019,17/05/2019,27
1949,13/03/2018,1,Jordan Curry,49914,37,Zermatt,Switzerland,Europe,10354,23/11/2018,25/11/2018,2
1950,13/03/2018,1,Jordan Curry,20849,73,Colorado Springs,United States,North America,14698,25/05/2019,21/06/2019,27
1951,13/03/2018,8,Elisa Bennett,1965,9,Knysna,South Africa,Africa,11795,22/04/2019,21/05/2019,29
1952,13/03/2018,2,Molly Cross,170,123,Santiago,Chile,South America,4162,12/08/2019,04/09/2019,23
1953,13/03/2018,9,Olive Diaz,33146,61,Anchorage,United States,North America,8463,02/07/2018,04/07/2018,2
1954,13/03/2018,11,Kay Adams,6911,11,Siem Reap,Cambodia,Asia,10532,11/06/2019,15/06/2019,4
1955,13/03/2018,6,Thelma Jefferson,1128,56,Cabo San Lucas,Mexico,North America,11079,03/05/2018,30/05/2018,27
1956,13/03/2018,9,Olive Diaz,35996,56,Cabo San Lucas,Mexico,North America,12248,26/04/2018,27/04/2018,1
1957,13/03/2018,2,Molly Cross,43137,100,Palm Springs,United States,North America,2145,14/05/2019,01/06/2019,18
1958,13/03/2018,11,Kay Adams,6064,22,Chiang Mai,Thailand,Asia,14010,08/05/2019,17/05/2019,9
1959,13/03/2018,8,Elisa Bennett,27545,125,Santa Marta,Colombia,South America,14042,25/10/2018,21/11/2018,27
1960,13/03/2018,6,Thelma Jefferson,37543,55,Acapulco,Mexico,North America,8759,16/03/2019,14/04/2019,29
1961,13/03/2018,4,Mitchell Barton,24531,2,Kololi,Gambia,Africa,13736,12/03/2019,05/04/2019,24
1962,13/03/2018,8,Elisa Bennett,12250,82,Las Vegas,United States,North America,13938,14/04/2019,24/04/2019,10
1963,13/03/2018,2,Molly Cross,44423,28,Budapest,Hungary,Europe,5364,27/07/2019,07/08/2019,11
1964,13/03/2018,7,Horace Hawkins,10236,68,Buffalo,United States,North America,10415,15/02/2019,12/03/2019,25
1965,13/03/2018,8,Elisa Bennett,41028,125,Santa Marta,Colombia,South America,7714,05/05/2019,11/05/2019,6
1966,13/03/2018,9,Olive Diaz,27930,63,Baltimore,United States,North America,6361,03/10/2018,15/10/2018,12
1967,14/03/2018,1,Jordan Curry,3912,124,Bogota,Colombia,South America,6911,17/05/2019,01/06/2019,15
1968,14/03/2018,7,Horace Hawkins,9640,58,Playa del Carmen,Mexico,North America,5276,29/05/2019,26/06/2019,28
1969,14/03/2018,9,Olive Diaz,23136,5,Watamu,Kenya,Africa,2435,26/03/2018,09/04/2018,14
1970,14/03/2018,11,Kay Adams,37794,117,Port Moresby,Papua New Guinea,Oceania/Australia,10713,29/07/2019,06/08/2019,8
1971,14/03/2018,9,Olive Diaz,40620,92,Nashville,United States,North America,13178,01/04/2019,27/04/2019,26
1972,14/03/2018,7,Horace Hawkins,30232,7,Cape Town Central,South Africa,Africa,11710,23/10/2018,08/11/2018,16
1973,14/03/2018,5,Sandy Douglas,22983,60,Anaheim,United States,North America,2444,13/12/2018,28/12/2018,15
1974,14/03/2018,2,Molly Cross,19346,27,Athens,Greece,Europe,7984,10/12/2018,02/01/2019,23
1975,14/03/2018,8,Elisa Bennett,35625,97,Oakland,United States,North America,2448,11/12/2018,17/12/2018,6
1976,14/03/2018,11,Kay Adams,8835,1,Marrakech,Morocco,Africa,11400,11/03/2018,28/03/2018,17
1977,14/03/2018,3,Carole Cox,8130,105,Saint Louis,United States,North America,10206,03/07/2019,13/07/2019,10
1978,14/03/2018,5,Sandy Douglas,29434,108,Seattle,United States,North America,12006,28/07/2018,09/08/2018,12
1979,14/03/2018,5,Sandy Douglas,4052,83,Lincoln,United States,North America,10403,13/06/2018,01/07/2018,18
1980,14/03/2018,10,Simon Fleming,4675,22,Chiang Mai,Thailand,Asia,3842,21/10/2018,10/11/2018,20
1981,14/03/2018,2,Molly Cross,30770,45,Jerusalem,Israel,Middle East,11345,04/01/2019,26/01/2019,22
1982,14/03/2018,11,Kay Adams,12394,118,Buenos Aires,Argentina,South America,10697,22/09/2019,21/10/2019,29
1983,14/03/2018,1,Jordan Curry,48352,114,Brisbane,Australia,Oceania/Australia,5357,24/03/2019,30/03/2019,6
1984,14/03/2018,5,Sandy Douglas,43511,79,Houston,United States,North America,6230,14/04/2018,27/04/2018,13
1985,14/03/2018,8,Elisa Bennett,39448,74,Denver,United States,North America,13993,25/08/2018,11/09/2018,17
1986,14/03/2018,9,Olive Diaz,35323,42,Cairo,Egypt,Middle East,10620,01/10/2018,21/10/2018,20
1987,14/03/2018,3,Carole Cox,45904,15,Shanghai,China,Asia,10036,02/03/2019,12/03/2019,10
1988,14/03/2018,11,Kay Adams,18889,115,Melbourne,Australia,Oceania/Australia,2720,24/06/2018,06/07/2018,12
1989,14/03/2018,2,Molly Cross,15130,19,Tokyo,Japan,Asia,2751,13/02/2019,18/02/2019,5
1990,14/03/2018,10,Simon Fleming,18487,42,Cairo,Egypt,Middle East,7814,03/07/2019,04/07/2019,1
1991,14/03/2018,10,Simon Fleming,23751,114,Brisbane,Australia,Oceania/Australia,6592,14/07/2019,12/08/2019,29
